ID_Produksi,Tanggal,Shift,ID_Mesin,ID_Operator,ID_Material,Qty_Produksi,Qty_OK,Qty_NG,Setting_Speed_RPM,Suhu_Mesin_Celsius,Durasi_Jam
TRX-PRD-001886,2026-04-07,Shift C,MC-003,OP-051,MAT-005,2497,2455,42,1200,77.4,4.87
TRX-PRD-001887,2026-04-13,Shift A,MC-009,OP-038,MAT-013,2881,2750,131,800,87.5,6.87
TRX-PRD-001888,2026-04-17,Shift B,MC-003,OP-005,MAT-001,2299,2214,85,1700,73.0,5.04
TRX-PRD-001889,2026-06-05,Shift B,MC-013,OP-016,MAT-012,2528,1844,684,1600,85.6,5.66
TRX-PRD-001890,2026-06-15,Shift C,MC-010,OP-022,MAT-006,2718,2655,63,1300,73.8,7.68
TRX-PRD-001891,2026-04-16,Shift C,MC-008,,MAT-002,1236,1210,26,1200,78.1,4.16
TRX-PRD-001892,2026-06-10,Shift C,MC-006,,MAT-005,1543,1527,16,1200,65.6,5.94
TRX-PRD-001893,2026-06-16,Shift A,MC-010,OP-011,MAT-002,852,816,36,800,86.2,5.83
TRX-PRD-001894,2026-06-01,Shift A,MC-012,OP-047,MAT-012,704,693,11,1000,64.9,4.2
TRX-PRD-001895,2026-05-29,Shift A,MC-001,OP-028,MAT-002,2907,2820,87,1500,54.1,4.71
TRX-PRD-001896,2026-05-07,Shift C,MC-013,OP-016,MAT-003,1082,1040,42,1800,78.9,6.99
TRX-PRD-001897,2026-04-28,Shift A,MC-008,OP-022,MAT-014,1684,1622,62,1200,52.8,5.5
TRX-PRD-001898,2026-05-15,Shift C,MC-011,OP-051,MAT-007,1287,1272,15,1300,80.6,4.01
TRX-PRD-001899,2026-06-05,Shift C,MC-004,OP-025,MAT-014,575,568,7,1500,91.4,6.07
TRX-PRD-001900,2026-06-01,Shift B,MC-006,OP-004,MAT-013,1180,921,259,800,54.0,6.46
TRX-PRD-001901,2026-05-15,Shift C,MC-011,OP-006,MAT-014,1782,1769,13,1300,81.8,5.79
TRX-PRD-001902,2026-04-29,Shift B,MC-003,OP-050,MAT-004,1155,850,305,1600,68.4,5.07
TRX-PRD-001903,2026-05-24,Shift C,MC-008,OP-046,MAT-006,2823,2760,63,1200,-50.7,4.32
TRX-PRD-001904,2026-05-18,Shift B,MC-002,OP-018,MAT-011,2010,1668,342,1200,106.1,5.14
TRX-PRD-001905,2026-04-06,Shift A,MC-014,OP-053,MAT-010,1801,1761,40,1600,57.0,6.8
TRX-PRD-001906,2026-05-18,Shift A,MC-004,OP-013,MAT-003,1715,1695,20,1200,71.7,5.51
TRX-PRD-001907,2026-05-09,Shift B,MC-010,OP-057,MAT-009,1891,1426,465,1000,67.7,6.9
TRX-PRD-001908,2026-04-25,Shift B,MC-013,OP-009,MAT-009,1419,1154,265,1200,73.6,6.57
TRX-PRD-001909,2026-04-19,Shift C,MC-002,OP-006,MAT-005,2594,2552,42,1000,75.1,6.15
TRX-PRD-001910,2026-05-22,Shift B,MC-009,OP-056,MAT-001,925,807,118,1000,72.6,5.05
TRX-PRD-001911,2026-06-04,Shift A,MC-005,OP-012,MAT-011,503,491,12,800,54.0,4.71
TRX-PRD-001912,2026-05-31,Shift C,MC-008,OP-059,MAT-004,1784,1747,37,1600,95.4,7.84
TRX-PRD-001913,2026-06-17,Shift B,MC-014,OP-026,MAT-002,2940,2848,92,1700,73.1,4.87
TRX-PRD-001914,2026-06-20,Shift A,MC-010,OP-037,MAT-003,807,796,11,1300,59.0,5.22
TRX-PRD-001915,2026-04-05,Shift A,MC-003,OP-045,MAT-002,1652,1633,19,1800,87.9,7.67
TRX-PRD-001916,2026-06-08,Shift C,MC-012,OP-007,MAT-010,2328,2292,36,1200,75.1,5.63
TRX-PRD-001917,2026-06-14,Shift B,MC-010,OP-034,MAT-002,1158,808,350,1300,82.3,6.2
TRX-PRD-001918,2026-04-04,Shift A,MC-007,OP-053,MAT-012,1188,1123,65,800,80.4,5.39
TRX-PRD-001919,2026-04-22,Shift C,MC-009,OP-017,MAT-004,894,881,13,800,96.9,4.19
TRX-PRD-001920,2026-04-19,Shift A,MC-009,OP-047,MAT-006,2765,2718,47,1200,68.1,7.37
TRX-PRD-001921,2026-06-14,Shift A,MC-013,OP-005,MAT-009,2270,2243,27,1200,73.3,7.03
TRX-PRD-001922,2026-04-28,Shift C,MC-003,OP-019,MAT-009,2996,2941,55,1700,66.9,7.53
TRX-PRD-001923,2026-04-23,Shift A,MC-008,OP-007,MAT-011,967,947,20,1700,54.3,5.82
TRX-PRD-001924,2026-04-28,Shift B,MC-005,OP-001,MAT-004,1135,1081,54,1200,74.8,4.9
TRX-PRD-001925,2026-06-13,Shift A,MC-011,OP-043,MAT-004,1930,1892,38,1200,78.4,6.4
TRX-PRD-001926,2026-04-05,Shift B,MC-006,OP-035,MAT-008,2519,2430,89,1700,72.3,4.17
TRX-PRD-001927,2026-06-16,Shift C,MC-014,OP-001,MAT-009,2640,2612,28,1000,82.1,7.25
TRX-PRD-001928,2026-04-28,Shift C,MC-010,OP-040,MAT-007,978,971,7,1800,75.2,6.78
TRX-PRD-001929,2026-05-12,Shift C,MC-007,OP-060,MAT-012,1724,1693,31,1600,71.6,4.71
TRX-PRD-001930,2026-06-22,Shift A,MC-012,OP-035,MAT-012,2135,2104,31,1700,61.6,6.45
TRX-PRD-001931,2026-05-12,Shift B,MC-002,OP-018,MAT-005,2577,1953,624,1200,74.8,4.89
TRX-PRD-001932,2026-05-01,Shift C,MC-011,OP-039,MAT-003,2872,2852,20,800,77.9,6.51
TRX-PRD-001933,2026-04-15,Shift C,MC-007,OP-051,MAT-005,757,749,8,1800,81.1,5.59
TRX-PRD-001934,2026-03-30,Shift B,MC-009,OP-055,MAT-008,1544,1133,411,1600,59.4,7.4
TRX-PRD-001935,2026-05-03,Shift B,MC-002,OP-017,MAT-013,2564,2419,145,1500,78.3,5.85
TRX-PRD-001936,2026-05-03,Shift C,MC-009,OP-019,MAT-010,2697,2662,35,1000,89.8,5.17
TRX-PRD-001937,2026-06-10,Shift B,MC-005,OP-038,MAT-010,1182,1015,167,1700,84.6,5.31
TRX-PRD-001938,2026-04-18,Shift A,MC-001,,MAT-008,660,628,32,1700,98.2,6.21
TRX-PRD-001939,2026-04-04,Shift A,MC-009,OP-024,MAT-005,1968,1952,16,1000,56.8,4.0
TRX-PRD-001940,2026-06-05,Shift B,MC-004,OP-009,MAT-011,2715,2063,652,1300,67.9,6.95
TRX-PRD-001941,2026-04-30,Shift C,MC-012,OP-047,MAT-014,1468,1446,22,800,73.8,7.84
TRX-PRD-001942,2026-05-14,Shift C,MC-001,OP-004,MAT-006,2098,2037,61,1700,71.5,7.55
TRX-PRD-001943,2026-06-12,Shift B,MC-004,OP-004,MAT-002,2785,2081,704,1500,67.3,4.77
TRX-PRD-001944,2026-05-23,Shift C,MC-011,OP-037,MAT-001,2558,2503,55,1800,75.7,7.65
TRX-PRD-001945,2026-06-19,Shift A,MC-008,OP-036,MAT-013,643,631,12,800,77.5,7.0
TRX-PRD-001946,2026-05-21,Shift B,MC-012,OP-016,MAT-005,1741,1282,459,1500,75.8,6.38
TRX-PRD-001947,2026-04-02,Shift B,MC-005,OP-046,MAT-007,2032,1668,364,1200,64.3,4.15
TRX-PRD-001948,2026-04-15,Shift C,MC-003,OP-029,MAT-010,2946,2902,44,1700,75.8,4.55
TRX-PRD-001949,2026-05-21,Shift C,MC-003,OP-010,MAT-006,1466,1447,19,1300,74.6,6.59
TRX-PRD-001950,2026-05-04,Shift B,MC-001,OP-034,MAT-007,1743,1286,457,1500,61.0,5.3
TRX-PRD-001951,2026-06-12,Shift A,MC-007,OP-046,MAT-014,1449,1399,50,1300,59.2,5.96
TRX-PRD-001952,2026-04-07,Shift C,MC-005,OP-031,MAT-003,2940,2906,34,800,-36.1,5.0
TRX-PRD-001953,2026-04-13,Shift B,MC-002,OP-011,MAT-013,1086,903,183,1800,74.3,5.7
TRX-PRD-001954,2026-05-01,Shift B,MC-009,OP-028,MAT-006,1815,1574,241,1600,72.3,6.34
TRX-PRD-001955,2026-05-06,Shift A,MC-014,OP-012,MAT-006,915,907,8,1700,74.9,6.01
TRX-PRD-001956,2026-05-29,Shift B,MC-002,OP-055,MAT-001,2667,1937,730,800,79.4,6.4
TRX-PRD-001957,2026-04-30,Shift B,MC-005,OP-034,MAT-006,1379,1187,192,1600,83.4,5.19
TRX-PRD-001958,2026-06-03,Shift C,MC-014,OP-010,MAT-014,2389,2340,49,1000,59.2,5.2
TRX-PRD-001959,2026-06-09,Shift B,MC-005,OP-038,MAT-006,1447,1053,394,1800,75.5,4.12
TRX-PRD-001960,2026-04-21,Shift A,MC-004,OP-007,MAT-002,1323,1297,26,1300,68.1,6.08
TRX-PRD-001961,2026-06-12,Shift C,MC-007,OP-043,MAT-009,1217,1198,19,1000,68.4,4.7
TRX-PRD-001962,2026-06-05,Shift B,MC-001,OP-038,MAT-006,756,643,113,1600,85.3,5.78
TRX-PRD-001963,2026-05-06,Shift B,MC-014,OP-029,MAT-008,2596,2461,135,800,70.9,6.26
TRX-PRD-001964,2026-04-10,Shift B,MC-011,OP-056,MAT-014,2062,1591,471,1800,73.8,5.92
TRX-PRD-001965,2026-05-15,Shift C,MC-010,OP-051,MAT-005,1419,1394,25,1300,72.9,4.55
TRX-PRD-001966,2026-06-13,Shift B,MC-007,OP-023,MAT-006,715,683,32,800,80.2,4.45
TRX-PRD-001967,2026-06-04,Shift B,MC-006,,MAT-009,1458,1086,372,1600,69.7,6.82
TRX-PRD-001968,2026-06-05,Shift B,MC-011,OP-025,MAT-003,1707,1640,67,1700,76.4,7.75
TRX-PRD-001969,2026-06-02,Shift A,MC-013,OP-051,MAT-003,2798,2772,26,1600,104.2,7.56
TRX-PRD-001970,2026-05-09,Shift B,MC-010,OP-048,MAT-009,955,789,166,800,74.1,4.29
TRX-PRD-001971,2026-06-10,Shift B,MC-009,OP-011,MAT-009,1268,942,326,1800,75.2,5.85
TRX-PRD-001972,2026-05-09,Shift C,MC-009,OP-023,MAT-013,905,896,9,1500,67.3,4.82
TRX-PRD-001973,2026-05-30,Shift C,MC-003,,MAT-002,839,831,8,1200,63.7,6.55
TRX-PRD-001974,2026-04-23,Shift B,MC-006,OP-053,MAT-002,2867,2470,397,1300,80.5,7.94
TRX-PRD-001975,2026-06-04,Shift A,MC-006,OP-002,MAT-010,2846,2810,36,1200,93.0,5.78
TRX-PRD-001976,2026-06-09,Shift A,MC-006,OP-047,MAT-007,2896,2857,39,1300,77.2,7.16
TRX-PRD-001977,2026-04-08,Shift B,MC-011,OP-046,MAT-001,2403,1806,597,800,70.5,6.68
TRX-PRD-001978,2026-04-21,Shift A,MC-007,OP-004,MAT-004,2894,2803,91,1000,-43.2,7.83
TRX-PRD-001979,2026-06-04,Shift A,MC-010,OP-056,MAT-014,1790,1721,69,1600,68.6,6.89
TRX-PRD-001980,2026-04-02,Shift B,MC-012,OP-029,MAT-013,913,878,35,1000,74.6,5.31
TRX-PRD-001981,2026-04-14,Shift A,MC-012,OP-019,MAT-006,2674,2639,35,1800,85.3,7.03
TRX-PRD-001982,2026-04-14,Shift C,MC-002,OP-031,MAT-010,2142,2108,34,1300,71.6,4.97
TRX-PRD-001983,2026-06-15,Shift A,MC-001,OP-045,MAT-014,2262,2243,19,1000,76.5,7.82
TRX-PRD-001984,2026-05-24,Shift B,MC-002,OP-033,MAT-004,2895,2758,137,1800,82.7,5.43
TRX-PRD-001985,2026-04-11,Shift A,MC-005,OP-035,MAT-010,674,665,9,1200,64.7,7.64
TRX-PRD-001986,2026-05-27,Shift B,MC-008,,MAT-007,2049,1758,291,1700,-37.4,7.66
TRX-PRD-001987,2026-05-04,Shift A,MC-002,OP-023,MAT-014,2188,2140,48,1000,-44.4,4.42
TRX-PRD-001988,2026-06-25,Shift B,MC-006,OP-027,MAT-014,1727,1475,252,1700,69.9,4.17
TRX-PRD-001989,2026-05-14,Shift C,MC-001,OP-047,MAT-003,2508,2471,37,1300,-26.1,4.57
TRX-PRD-001990,2026-05-20,Shift A,MC-003,OP-008,MAT-005,1608,1584,24,1800,70.7,7.02
TRX-PRD-001991,2026-04-26,Shift B,MC-013,OP-027,MAT-010,683,503,180,1700,79.2,5.04
TRX-PRD-001992,2026-06-20,Shift C,MC-011,OP-004,MAT-009,2697,2593,104,1500,64.4,6.04
TRX-PRD-001993,2026-05-01,Shift C,MC-013,OP-010,MAT-004,1846,1816,30,1800,72.4,5.96
TRX-PRD-001994,2026-05-25,Shift A,MC-004,OP-060,MAT-013,2764,2720,44,1000,76.8,7.03
TRX-PRD-001995,2026-05-01,Shift C,MC-013,OP-017,MAT-004,2919,2896,23,1000,83.4,4.82
TRX-PRD-001996,2026-05-27,Shift B,MC-012,OP-048,MAT-004,1378,1017,361,1700,84.7,5.9
TRX-PRD-001997,2026-03-29,Shift C,MC-002,OP-001,MAT-010,961,951,10,1600,74.9,7.3
TRX-PRD-001998,2026-05-20,Shift C,MC-003,OP-012,MAT-006,1583,1549,34,1200,83.2,7.7
TRX-PRD-001999,2026-04-05,Shift B,MC-003,OP-028,MAT-012,1958,1667,291,1800,79.2,4.03
TRX-PRD-002000,2026-05-02,Shift A,MC-001,OP-051,MAT-005,908,898,10,1300,70.3,5.48
TRX-PRD-002001,2026-04-27,Shift C,MC-011,OP-005,MAT-012,1767,1750,17,1000,60.2,7.69
TRX-PRD-002002,2026-04-15,Shift C,MC-009,OP-002,MAT-012,2785,2762,23,1800,58.7,5.56
TRX-PRD-002003,2026-04-29,Shift C,MC-010,OP-053,MAT-006,820,794,26,1800,95.2,7.17
TRX-PRD-002004,2026-04-20,Shift A,MC-005,OP-015,MAT-002,2685,2625,60,800,-27.7,5.22
TRX-PRD-002005,2026-06-03,Shift B,MC-012,OP-050,MAT-001,1111,969,142,1700,85.9,6.61
TRX-PRD-002006,2026-04-04,Shift C,MC-003,OP-003,MAT-013,1468,1455,13,1700,69.5,5.66
TRX-PRD-002007,2026-04-14,Shift A,MC-006,OP-036,MAT-010,627,621,6,800,61.6,5.9
TRX-PRD-002008,2026-05-07,Shift A,MC-002,OP-056,MAT-013,2806,2703,103,800,-22.0,5.85
TRX-PRD-002009,2026-06-14,Shift B,MC-004,OP-009,MAT-003,883,668,215,1000,82.0,7.25
TRX-PRD-002010,2026-06-08,Shift A,MC-009,OP-006,MAT-008,1083,1067,16,1200,60.3,7.22
TRX-PRD-002011,2026-04-29,Shift A,MC-012,OP-036,MAT-008,954,941,13,1200,62.4,7.97
TRX-PRD-002012,2026-04-05,Shift B,MC-001,OP-055,MAT-007,720,558,162,1200,85.3,7.04
TRX-PRD-002013,2026-05-04,Shift C,MC-003,OP-022,MAT-011,2127,2043,84,800,81.0,4.72
TRX-PRD-002014,2026-06-11,Shift A,MC-002,OP-002,MAT-005,2327,2289,38,1800,68.9,5.5
TRX-PRD-002015,2026-03-30,Shift A,MC-003,OP-060,MAT-006,886,871,15,1300,84.1,5.88
TRX-PRD-002016,2026-04-07,Shift B,MC-010,OP-038,MAT-011,1048,870,178,1500,88.2,7.31
TRX-PRD-002017,2026-05-12,Shift B,MC-006,OP-016,MAT-002,935,681,254,1000,73.3,7.72
TRX-PRD-002018,2026-06-10,Shift C,MC-002,OP-037,MAT-007,1669,1639,30,1700,72.9,6.22
TRX-PRD-002019,2026-06-01,Shift C,MC-003,OP-040,MAT-001,539,529,10,1500,71.9,5.04
TRX-PRD-002020,2026-06-01,Shift C,MC-008,OP-007,MAT-002,2842,2790,52,800,73.7,6.48
TRX-PRD-002021,2026-06-08,Shift A,MC-007,OP-038,MAT-010,2667,2600,67,1300,66.5,7.85
TRX-PRD-002022,2026-06-16,Shift A,MC-004,OP-020,MAT-005,2588,2545,43,1700,72.3,7.78
TRX-PRD-002023,2026-04-02,Shift B,MC-002,OP-049,MAT-007,1804,1729,75,1500,87.3,4.59
TRX-PRD-002024,2026-03-29,Shift A,MC-003,OP-042,MAT-012,1107,1095,12,800,59.9,5.32
TRX-PRD-002025,2026-04-23,Shift C,MC-001,OP-009,MAT-009,2043,1950,93,1300,72.8,6.98
TRX-PRD-002026,2026-05-18,Shift B,MC-010,OP-016,MAT-009,2634,2243,391,1000,85.8,4.48
TRX-PRD-002027,2026-03-28,Shift A,MC-014,OP-033,MAT-012,1123,1105,18,1300,77.1,5.98
TRX-PRD-002028,2026-05-25,Shift C,MC-010,OP-049,MAT-012,683,674,9,1700,-13.8,7.18
TRX-PRD-002029,2026-05-10,Shift A,MC-014,OP-047,MAT-005,2091,2069,22,1300,77.6,4.09
TRX-PRD-002030,2026-06-12,Shift C,MC-010,OP-024,MAT-004,2279,2235,44,1000,86.9,6.89
TRX-PRD-002031,2026-04-28,Shift C,MC-002,OP-044,MAT-006,878,870,8,1600,69.9,5.32
TRX-PRD-002032,2026-04-15,Shift C,MC-013,OP-013,MAT-004,1564,1533,31,800,67.0,4.81
TRX-PRD-002033,2026-04-27,Shift A,MC-007,OP-039,MAT-010,2987,2927,60,1500,71.5,7.56
TRX-PRD-002034,2026-05-01,Shift C,MC-007,OP-013,MAT-002,739,732,7,1200,82.7,6.58
TRX-PRD-002035,2026-03-30,Shift C,MC-012,OP-007,MAT-003,1064,1049,15,1300,58.0,6.39
TRX-PRD-002036,2026-05-03,Shift C,MC-003,OP-050,MAT-006,2551,2446,105,1000,69.4,6.76
TRX-PRD-002037,2026-04-14,Shift B,MC-013,OP-059,MAT-007,1776,1685,91,1200,72.3,4.89
TRX-PRD-002038,2026-05-25,Shift A,MC-005,OP-014,MAT-013,2793,2754,39,1200,53.0,5.33
TRX-PRD-002039,2026-06-06,Shift A,MC-007,OP-011,MAT-011,1840,1755,85,1600,76.7,5.15
TRX-PRD-002040,2026-05-17,Shift A,MC-001,OP-040,MAT-004,726,713,13,1500,86.6,4.09
TRX-PRD-002041,2026-04-07,Shift A,MC-004,OP-013,MAT-001,867,856,11,1200,56.9,7.62
TRX-PRD-002042,2026-06-08,Shift C,MC-011,,MAT-003,620,609,11,1500,72.3,6.86
TRX-PRD-002043,2026-03-29,Shift B,MC-007,OP-053,MAT-014,1559,1346,213,1500,73.1,4.18
TRX-PRD-002044,2026-05-06,Shift B,MC-003,OP-036,MAT-014,1728,1648,80,1700,60.0,4.1
TRX-PRD-002045,2026-06-15,Shift A,MC-004,OP-032,MAT-012,1339,1315,24,1500,62.6,4.6
TRX-PRD-002046,2026-04-27,Shift B,MC-007,OP-042,MAT-009,1192,1138,54,1200,63.7,7.03
TRX-PRD-002047,2026-06-22,Shift A,MC-008,OP-035,MAT-001,2586,2565,21,1700,64.0,6.81
TRX-PRD-002048,2026-05-16,Shift C,MC-012,OP-013,MAT-005,813,804,9,1800,74.3,5.64
TRX-PRD-002049,2026-06-05,Shift B,MC-014,OP-034,MAT-008,829,603,226,1200,100.7,6.56
TRX-PRD-002050,2026-05-13,Shift A,MC-007,OP-043,MAT-010,2479,2417,62,1500,52.5,4.5
TRX-PRD-002051,2026-05-07,Shift C,MC-013,OP-027,MAT-012,2217,2153,64,1700,69.1,7.79
TRX-PRD-002052,2026-04-16,Shift A,MC-013,OP-023,MAT-013,1959,1926,33,1200,68.8,6.3
TRX-PRD-002053,2026-04-19,Shift A,MC-007,OP-025,MAT-002,1006,988,18,1000,83.4,6.45
TRX-PRD-002054,2026-04-22,Shift B,MC-002,,MAT-001,2257,1722,535,1300,75.2,5.35
TRX-PRD-002055,2026-06-11,Shift C,MC-009,OP-015,MAT-009,2616,2584,32,1500,61.7,5.68
TRX-PRD-002056,2026-03-30,Shift C,MC-007,OP-002,MAT-002,912,900,12,800,53.2,4.64
TRX-PRD-002057,2026-05-14,Shift A,MC-011,OP-007,MAT-003,1512,1494,18,800,76.0,5.61
TRX-PRD-002058,2026-05-06,Shift B,MC-009,OP-001,MAT-004,2534,2461,73,1200,76.5,6.92
TRX-PRD-002059,2026-05-31,Shift B,MC-001,OP-027,MAT-012,1325,1053,272,1000,77.4,6.2
TRX-PRD-002060,2026-06-11,Shift B,MC-001,OP-007,MAT-001,554,534,20,1300,82.3,7.75
TRX-PRD-002061,2026-04-11,Shift A,MC-013,OP-008,MAT-008,2772,2720,52,1700,56.1,7.0
TRX-PRD-002062,2026-06-16,Shift C,MC-003,OP-054,MAT-001,2578,2549,29,1500,78.1,6.59
TRX-PRD-002063,2026-06-17,Shift B,MC-009,OP-032,MAT-011,993,940,53,1000,66.5,5.75
TRX-PRD-002064,2026-04-25,Shift B,MC-003,OP-016,MAT-003,2786,2205,581,1800,75.1,4.01
TRX-PRD-002065,2026-04-14,Shift C,MC-010,OP-020,MAT-007,933,916,17,1700,-32.1,6.76
TRX-PRD-002066,2026-04-11,Shift C,MC-008,OP-012,MAT-011,2940,2892,48,1700,67.9,5.96
TRX-PRD-002067,2026-04-12,Shift B,MC-008,OP-046,MAT-007,2792,2319,473,1000,81.4,4.03
TRX-PRD-002068,2026-05-03,Shift B,MC-011,OP-032,MAT-008,2550,2383,167,800,-22.3,6.61
TRX-PRD-002069,2026-06-21,Shift C,MC-004,OP-019,MAT-003,1164,1154,10,1000,84.3,4.15
TRX-PRD-002070,2026-05-16,Shift B,MC-013,OP-050,MAT-008,1563,1158,405,1700,74.1,4.08
TRX-PRD-002071,2026-05-23,Shift C,MC-006,OP-037,MAT-002,1507,1484,23,1600,67.3,7.76
TRX-PRD-002072,2026-04-15,Shift A,MC-001,OP-036,MAT-014,1094,1084,10,1700,57.3,5.92
TRX-PRD-002073,2026-03-29,Shift A,MC-006,OP-060,MAT-005,1141,1132,9,1500,81.9,6.81
TRX-PRD-002074,2026-06-24,Shift A,MC-009,OP-028,MAT-009,1699,1623,76,1000,68.9,4.04
TRX-PRD-002075,2026-04-10,Shift C,MC-010,OP-001,MAT-004,691,681,10,1200,69.0,7.65
TRX-PRD-002076,2026-05-15,Shift B,MC-006,OP-058,MAT-007,1503,1278,225,1300,68.7,7.74
TRX-PRD-002077,2026-05-09,Shift A,MC-009,OP-011,MAT-001,985,951,34,1500,61.5,5.68
TRX-PRD-002078,2026-04-16,Shift B,MC-014,OP-053,MAT-004,2760,2117,643,1600,92.7,7.06
TRX-PRD-002079,2026-04-11,Shift A,MC-013,OP-039,MAT-006,903,894,9,1200,70.6,5.49
TRX-PRD-002080,2026-06-08,Shift B,MC-002,OP-046,MAT-007,686,554,132,1800,76.1,6.94
TRX-PRD-002081,2026-03-30,Shift A,MC-013,OP-037,MAT-014,2014,1977,37,1500,68.7,5.85
TRX-PRD-002082,2026-04-15,Shift A,MC-002,OP-055,MAT-004,750,729,21,1800,72.2,5.54
TRX-PRD-002083,2026-04-30,Shift C,MC-008,OP-060,MAT-008,750,735,15,1300,85.9,5.27
TRX-PRD-002084,2026-04-26,Shift B,MC-013,OP-022,MAT-002,1735,1409,326,1600,67.5,6.69
TRX-PRD-002085,2026-05-16,Shift A,MC-010,OP-030,MAT-013,2115,2069,46,1700,71.7,7.57
TRX-PRD-002086,2026-04-20,Shift B,MC-014,OP-038,MAT-007,1526,1180,346,1200,-34.4,6.61
TRX-PRD-002087,2026-05-15,Shift C,MC-003,OP-006,MAT-012,1345,1323,22,1600,70.0,6.19
TRX-PRD-002088,2026-05-18,Shift B,MC-012,OP-018,MAT-004,2666,2031,635,1700,73.2,7.34
TRX-PRD-002089,2026-06-13,Shift A,MC-011,OP-023,MAT-009,2111,2071,40,1300,74.8,6.78
TRX-PRD-002090,2026-05-14,Shift C,MC-005,OP-031,MAT-011,2649,2609,40,1200,75.8,6.31
TRX-PRD-002091,2026-04-07,Shift C,MC-006,OP-037,MAT-013,536,529,7,1600,75.4,6.62
TRX-PRD-002092,2026-05-08,Shift B,MC-001,OP-056,MAT-008,2547,1824,723,1600,67.9,4.64
TRX-PRD-002093,2026-04-06,Shift B,MC-014,OP-021,MAT-009,1563,1481,82,1200,71.2,5.91
TRX-PRD-002094,2026-05-18,Shift C,MC-003,OP-055,MAT-012,1221,1173,48,1200,79.3,4.59
TRX-PRD-002095,2026-04-10,Shift A,MC-002,OP-032,MAT-008,2244,2226,18,1000,62.2,4.43
TRX-PRD-002096,2026-04-18,Shift A,MC-005,OP-054,MAT-006,967,953,14,1500,82.0,6.21
TRX-PRD-002097,2026-06-09,Shift B,MC-001,OP-015,MAT-014,2240,2138,102,800,80.3,7.43
TRX-PRD-002098,2026-04-19,Shift A,MC-003,OP-049,MAT-001,891,882,9,1500,70.2,5.59
TRX-PRD-002099,2026-05-30,Shift C,MC-001,OP-053,MAT-002,2345,2269,76,1800,83.4,7.04
TRX-PRD-002100,2026-04-24,Shift C,MC-002,OP-017,MAT-013,661,656,5,1600,72.7,7.77
TRX-PRD-002101,2026-05-04,Shift B,MC-004,OP-036,MAT-003,1539,1448,91,1500,73.6,4.9
TRX-PRD-002102,2026-04-11,Shift C,MC-008,OP-049,MAT-008,2274,2233,41,1300,87.0,4.02
TRX-PRD-002103,2026-04-25,Shift C,MC-001,OP-029,MAT-003,1932,1919,13,1600,59.8,6.41
TRX-PRD-002104,2026-06-13,Shift A,MC-008,OP-022,MAT-014,856,815,41,1200,62.6,4.47
TRX-PRD-002105,2026-05-16,Shift A,MC-011,OP-026,MAT-010,2258,2229,29,800,60.0,5.72
TRX-PRD-002106,2026-05-20,Shift B,MC-011,OP-046,MAT-003,2764,2365,399,1500,82.5,4.82
TRX-PRD-002107,2026-05-29,Shift A,MC-012,OP-002,MAT-001,2571,2544,27,1700,68.9,4.01
TRX-PRD-002108,2026-05-30,Shift C,MC-013,OP-053,MAT-009,541,520,21,1000,73.2,7.37
TRX-PRD-002109,2026-04-18,Shift B,MC-003,OP-006,MAT-013,1725,1650,75,1300,73.9,5.12
TRX-PRD-002110,2026-06-05,Shift B,MC-001,OP-015,MAT-006,1288,1223,65,1300,73.4,4.03
TRX-PRD-002111,2026-04-18,Shift A,MC-002,OP-013,MAT-011,1857,1840,17,1600,100.0,4.24
TRX-PRD-002112,2026-06-15,Shift C,MC-004,OP-025,MAT-012,636,629,7,1300,62.7,6.32
TRX-PRD-002113,2026-06-06,Shift C,MC-005,OP-027,MAT-013,1505,1447,58,1300,84.5,5.18
TRX-PRD-002114,2026-04-28,Shift B,MC-003,,MAT-009,609,481,128,1600,71.3,6.96
TRX-PRD-002115,2026-06-18,Shift A,MC-003,OP-034,MAT-010,735,708,27,1800,58.3,7.01
TRX-PRD-002116,2026-05-17,Shift A,MC-014,OP-018,MAT-004,2533,2427,106,1700,65.3,5.92
TRX-PRD-002117,2026-05-06,Shift B,MC-005,OP-006,MAT-007,1246,1177,69,1500,79.1,6.27
TRX-PRD-002118,2026-05-24,Shift B,MC-013,OP-016,MAT-007,2328,1857,471,1000,74.4,4.4
TRX-PRD-002119,2026-05-14,Shift A,MC-007,OP-037,MAT-005,2439,2389,50,1600,60.5,7.41
TRX-PRD-002120,2026-06-16,Shift C,MC-005,OP-008,MAT-003,604,592,12,1700,64.5,7.23
TRX-PRD-002121,2026-04-26,Shift A,MC-010,OP-045,MAT-006,1062,1043,19,1500,74.7,4.66
TRX-PRD-002122,2026-04-10,Shift A,MC-012,OP-030,MAT-006,885,865,20,1500,75.3,7.09
TRX-PRD-002123,2026-04-09,Shift B,MC-002,OP-038,MAT-001,2619,1972,647,1800,81.9,6.37
TRX-PRD-002124,2026-06-17,Shift A,MC-008,OP-032,MAT-005,1037,1027,10,1200,75.0,6.01
TRX-PRD-002125,2026-04-27,Shift C,MC-005,OP-045,MAT-010,1238,1228,10,800,69.7,6.17
TRX-PRD-002126,2026-05-30,Shift A,MC-008,OP-050,MAT-004,1460,1416,44,1200,68.3,7.94
TRX-PRD-002127,2026-05-22,Shift B,MC-006,OP-009,MAT-012,2723,2229,494,1500,76.9,5.1
